;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
193;2021;????????;122674;122674;122674;716,855407;620,1968944;813,5139197;1342,670115;1297,485937;1387,854293;399,0644434;286,7436287;511,3852581;24062,29861;22426,64559;25697,95163
194;2022;????????;123017,3484;122409,5398;123625,157;804,7692956;701,6274708;907,9111204;1384,819613;1320,76462;1448,874606;365,7667775;252,0303232;479,5032318;24362,72228;22715,49499;26009,94957
195;2023;????????;123353,5135;122540,9677;124166,0593;748,2104342;600,4718106;895,9490579;1296,342725;1231,538786;1361,146664;391,42001;265,5068363;517,3331837;24297,04402;22624,62637;25969,46167
196;2024;????????;123685,3897;122732,2045;124638,5748;725,439584;569,9934949;880,885673;1341,665947;1276,899125;1406,432769;378,5115183;251,3648214;505,6582153;24095,67014;22394,98582;25796,35446
197;2025;????????;124014,705;122950,2173;125079,1926;685,9433491;528,5874366;843,2992616;1375,723341;1310,889178;1440,557505;385,7649536;255,4023515;516,1275557;23741,04026;21945,03317;25537,04734
198;2026;????????;124342,4913;123183,1425;125501,8401;655,779713;497,8324042;813,7270217;1374,149504;1301,588067;1446,710941;379,193161;248,0950803;510,2912416;23278,73686;21331,57812;25225,8956
199;2027;????????;124669,3647;123425,5327;125913,1967;618,176595;460,0160937;776,3370962;1445,136216;1368,719016;1521,553417;379,4369314;247,2498168;511,624046;22827,74722;20690,03509;24965,45936
200;2028;????????;124995,693;123674,5246;126316,8614;582,6292154;424,3831775;740,8752532;1407,588544;1330,682486;1484,494603;374,6721243;242,0899367;507,2543119;22427,84307;20153,89871;24701,78742
201;2029;????????;125321,6958;123928,4633;126714,9283;543,4334901;385,1490652;701,717915;1438,369456;1360,280023;1516,458888;372,1691204;239,1506871;505,1875538;22151,84355;19799,37703;24504,31008
202;2030;????????;125647,5044;124186,3162;127108,6925;503,9871034;345,6824519;662,2917549;1436,566982;1358,333657;1514,800308;367,825546;234,6006619;501,0504302;22033,85479;19658,70917;24409,00042
203;2002;????????;32091;32091;32091;211;211;211;414;414;414;130;130;130;9496,832629;9496,832629;9496,832629
204;2003;????????;31761;31761;31761;219;219;219;398;398;398;122;122;122;9754,578666;9754,578666;9754,578666
205;2004;????????;31541;31541;31541;249;249;249;356;356;356;131;131;131;11124,39117;11124,39117;11124,39117
206;2005;????????;31468;31468;31468;208;208;208;407;407;407;133;133;133;11107,57454;11107,57454;11107,57454
207;2006;????????;31329;31329;31329;225;225;225;393;393;393;121;121;121;11435,78655;11435,78655;11435,78655
208;2007;????????;31377;31377;31377;220;220;220;398;398;398;115;115;115;12054,29643;12054,29643;12054,29643
209;2008;????????;31394;31394;31394;227;227;227;456;456;456;106;106;106;12698,5618;12698,5618;12698,5618
210;2009;????????;31423;31423;31423;235;235;235;427;427;427;115;115;115;11741,3585;11741,3585;11741,3585
211;2010;????????;31513;31513;31513;241;241;241;418;418;418;115;115;115;11997,73797;11997,73797;11997,73797
212;2011;????????;31605;31605;31605;222;222;222;452;452;452;124;124;124;10965,47104;10965,47104;10965,47104
213;2012;????????;31531;31531;31531;225;225;225;458;458;458;109;109;109;10692,16034;10692,16034;10692,16034
214;2013;????????;31365;31365;31365;170;170;170;447;447;447;87;87;87;10071,98544;10071,98544;10071,98544
215;2014;????????;31200;31200;31200;167;167;167;404;404;404;74;74;74;9986,021597;9986,021597;9986,021597
216;2015;????????;31052;31052;31052;151;151;151;480;480;480;84;84;84;10112,6586;10112,6586;10112,6586
217;2016;????????;30817;30817;30817;166;166;166;417;417;417;85;85;85;10120,05497;10120,05497;10120,05497
218;2017;????????;30628;30628;30628;147;147;147;389;389;389;82;82;82;9881,612151;9881,612151;9881,612151
219;2018;????????;30622;30622;30622;158;158;158;439;439;439;96;96;96;9758,523904;9758,523904;9758,523904
220;2019;????????;30588;30588;30588;200;200;200;436;436;436;77;77;77;9843,80005;9843,80005;9843,80005
221;2020;????????;30629;30629;30629;205;205;205;578;578;578;74;74;74;9765,273441;8804,044124;10726,50276
222;2021;????????;30292;30292;30292;199,448669;155,4714652;243,4258728;480,9388082;434,1900491;527,6875673;64,73427453;51,20869495;78,25985411;9631,560836;8236,064029;11027,05764
223;2022;????????;30220,15692;30109,84117;30330,47268;214,0819787;160,4913629;267,6725946;472,97786;426,2456851;519,7100349;62,53025204;47,78197453;77,27852954;9536,838458;7742,492112;11331,1848
224;2023;????????;30255,51083;30022,5234;30488,49826;214,572651;149,1496558;279,9956462;502,8815093;447,1695094;558,5935093;60,95168776;44,68031291;77,2230626;9491,005976;7308,793892;11673,21806
225;2024;????????;30107,98233;29772,35711;30443,60756;200,2122384;119,3444217;281,0800552;445,613573;389,9089518;501,3181941;58,56243108;41,99557163;75,12929054;9390,889385;6688,907826;12092,87094
226;2025;????????;30188,25278;29743,21926;30633,2863;201,4625785;111,2233472;291,7018097;492,8813087;434,4354458;551,3271715;54,97221396;38,36644987;71,57797805;9279,104446;6110,721542;12447,48735
227;2026;????????;30150,3844;29630,25348;30670,51532;211,7426086;115,5852247;307,8999925;426,3482634;367,5878394;485,1086874;50,64667372;33,69485267;67,59849478;9178,70917;5558,674233;12798,74411
228;2027;????????;30191,55965;29605,94317;30777,17614;207,1271904;102,7088148;311,5455659;486,2439084;426,6375341;545,8502826;46,29424572;29,07464105;63,51385039;9088,37375;5027,891797;13148,8557
229;2028;????????;30210,52715;29552,78725;30868,26705;197,6504107;84,00787621;311,2929452;497,2146969;437,0812185;557,3481753;42,35625009;25,08811242;59,62438776;8980,247188;4462,265915;13498,22846
230;2029;????????;30236,46475;29525,20339;30947,72611;201,2637851;81,44504035;321,0825299;491,7908445;428,2358242;555,3458649;38,85624257;21,58823911;56,12424603;8869,623024;3916,542749;13822,7033
231;2030;????????;30289,46109;29527,44671;31051,47548;206,5059507;81,44116112;331,5707403;541,9888627;478,3859059;605,5918196;35,55304353;18,27097901;52,83510804;8761,697519;3385,18673;14138,20831
232;2002;??????;96234;96234;96234;879;879;879;1101;1101;1101;465;465;465;11211,08754;11211,08754;11211,08754
233;2003;??????;96442;96442;96442;828;828;828;1139;1139;1139;471;471;471;11274,48175;11274,48175;11274,48175
234;2004;??????;96556;96556;96556;869;869;869;1099;1099;1099;464;464;464;11742,95807;11742,95807;11742,95807
235;2005;??????;96778;96778;96778;863;863;863;1105;1105;1105;380;380;380;11975,54527;11975,54527;11975,54527
236;2006;??????;97005;97005;97005;942;942;942;1101;1101;1101;450;450;450;12624,59089;12624,59089;12624,59089
237;2007;??????;97460;97460;97460;802;802;802;1186;1186;1186;454;454;454;13249,99428;13249,99428;13249,99428
238;2008;??????;97696;97696;97696;878;878;878;1144;1144;1144;437;437;437;13377,03716;13377,03716;13377,03716
239;2009;??????;98167;98167;98167;901;901;901;1207;1207;1207;448;448;448;13369,39076;13369,39076;13369,39076
240;2010;??????;98460;98460;98460;842;842;842;1254;1254;1254;445;445;445;12918,63472;12918,63472;12918,63472
241;2011;??????;98690;98690;98690;800;800;800;1209;1209;1209;442;442;442;11145,20161;11145,20161;11145,20161
242;2012;??????;98571;98571;98571;803;803;803;1330;1330;1330;426;426;426;10677,9485;10677,9485;10677,9485
243;2013;??????;98129;98129;98129;731;731;731;1231;1231;1231;387;387;387;10526,88815;10526,88815;10526,88815
244;2014;??????;97758;97758;97758;684;684;684;1242;1242;1242;433;433;433;10205,36032;10205,36032;10205,36032
245;2015;??????;97466;97466;97466;691;691;691;1400;1400;1400;436;436;436;10587,52013;10587,52013;10587,52013
246;2016;??????;97041;97041;97041;695;695;695;1267;1267;1267;384;384;384;10422,06224;10422,06224;10422,06224
247;2017;??????;96836;96836;96836;675;675;675;1433;1433;1433;355;355;355;10149,18111;10149,18111;10149,18111
248;2018;??????;96760;96760;96760;614;614;614;1310;1310;1310;343;343;343;10401,15594;10401,15594;10401,15594
249;2019;??????;96845;96845;96845;601;601;601;1421;1421;1421;318;318;318;10441,46441;10441,46441;10441,46441
250;2020;??????;96925;96925;96925;607;607;607;1806;1806;1806;261;261;261;10306,6862;9550,966591;11062,40582
251;2021;??????;96133;96133;96133;470,2799029;331,6460698;608,913736;1728,34813;1600,818347;1855,877912;308,1355084;203,1331139;413,137903;10518,60468;9129,169807;11908,03956
252;2022;??????;96414,30104;96033,37929;96795,2228;564,7320098;424,8290197;704,6349998;1921,545558;1756,339303;2086,751812;303,2141398;174,892357;431,5359226;10573,81513;8503,968369;12643,66188
253;2023;??????;96528,06992;95975,60957;97080,53028;560,8367494;419,4760667;702,1974321;1776,27811;1540,997423;2011,558798;298,2999804;150,4481572;446,1518036;10447,08125;7757,248211;13136,91428
254;2024;??????;96506,15871;95843,93197;97168,38545;541,2293793;395,1881681;687,2705906;1830,179026;1568,277122;2092,08093;293,3929989;128,4476776;458,3383202;10593,02282;7476,041178;13710,00447
255;2025;??????;96809,86008;96025,96393;97593,75623;540,8736137;394,6413922;687,1058353;2214,030712;1935,069697;2492,991727;288,493164;108,1954112;468,7909168;10661,16693;7169,993887;14152,33997
256;2026;??????;96782,91311;95889,39948;97676,42675;527,1172131;379,8441789;674,3902473;2164,04263;1812,328638;2515,756621;283,6004446;89,27718932;477,9237;10563,06167;6708,686573;14417,43677
257;2027;??????;96892,99718;95870,12021;97915,87415;519,0162228;371,7374297;666,2950159;2298,339667;1895,22796;2701,451374;278,7148098;71,4224964;486,0071232;10670,35507;6525,923429;14814,78671
258;2028;??????;96818,67662;95670,00923;97967,344;511,2914797;364,0106293;658,5723302;2253,830344;1789,823448;2717,837241;273,8362286;54,44296624;493,2294909;10747,91412;6330,229727;15165,59852
259;2029;??????;96841,11382;95554,15397;98128,07367;500,4960157;353,121809;647,8702223;2278,748431;1772,186295;2785,310566;268,9646703;38,20110685;499,7282338;10676,92058;5976,262181;15377,57898
260;2030;??????;96916,40088;95498,62114;98334,18062;492,9843226;345,5973715;640,3712737;2639,314057;2103,666094;3174,96202;264,1001044;22,59285954;505,6073492;10755,12865;5809,532904;15700,7244
261;2002;???????????;195604;195604;195604;2140;2140;2140;1336;1336;1336;1129;1129;1129;15145,21753;15145,21753;15145,21753
262;2003;???????????;196799;196799;196799;2239;2239;2239;1430;1430;1430;1190;1190;1190;16664,39741;16664,39741;16664,39741
263;2004;???????????;197927;197927;197927;2208;2208;2208;1360;1360;1360;1028;1028;1028;17559,99781;17559,99781;17559,99781
264;2005;???????????;200432;200432;200432;2191;2191;2191;1425;1425;1425;1159;1159;1159;17831,37575;17831,37575;17831,37575
265;2006;???????????;202759;202759;202759;2237;2237;2237;1378;1378;1378;1000;1000;1000;19699,45437;19699,45437;19699,45437
266;2007;???????????;204598;204598;204598;2235;2235;2235;1477;1477;1477;1158;1158;1158;20504,11983;20504,11983;20504,11983
267;2008;???????????;205642;205642;205642;2310;2310;2310;1453;1453;1453;988;988;988;21942,67677;21942,67677;21942,67677
268;2009;???????????;206641;206641;206641;2398;2398;2398;1435;1435;1435;1171;1171;1171;20097,96831;20097,96831;20097,96831
269;2010;???????????;206328;206328;206328;2339;2339;2339;1461;1461;1461;1112;1112;1112;18973,57335;18973,57335;18973,57335
270;2011;???????????;206698;206698;206698;2079;2079;2079;1507;1507;1507;1103;1103;1103;17417,402;17417,402;17417,402
271;2012;???????????;207367;207367;207367;2137;2137;2137;1589;1589;1589;969;969;969;16800,40502;16800,40502;16800,40502
272;2013;???????????;207348;207348;207348;2008;2008;2008;1503;1503;1503;999;999;999;15791,72979;15791,72979;15791,72979
273;2014;???????????;207434;207434;207434;2073;2073;2073;1547;1547;1547;1056;1056;1056;16039,51075;16039,51075;16039,51075
274;2015;???????????;207659;207659;207659;2018;2018;2018;1640;1640;1640;1075;1075;1075;16125,83885;16125,83885;16125,83885
275;2016;???????????;207746;207746;207746;2162;2162;2162;1602;1602;1602;1005;1005;1005;15399,31244;15399,31244;15399,31244
276;2017;???????????;211425;211425;211425;2083;2083;2083;1665;1665;1665;988;988;988;15310,22363;15310,22363;15310,22363
277;2018;???????????;214013;214013;214013;2054;2054;2054;1580;1580;1580;704;704;704;15663,14559;15663,14559;15663,14559
278;2019;???????????;217241;217241;217241;2144;2144;2144;1762;1762;1762;892;892;892;16266,64461;16266,64461;16266,64461
279;2020;???????????;220683;220683;220683;2149;2149;2149;1716;1716;1716;643;643;643;16731,12819;15350,47405;18111,78233
280;2021;???????????;221098;221098;221098;2149,546271;1968,634423;2330,458118;1765,288321;1721,996723;1808,57992;1006,357027;831,6382399;1181,075814;17208,24339;15408,49415;19007,99263
281;2022;???????????;224827,8289;222293,7813;227361,8764;2154,218187;1926,289461;2382,146912;1740,955327;1697,708973;1784,20168;829,5958488;646,1639515;1013,027746;17595,43045;15523,44834;19667,41256
282;2023;???????????;228416,2901;224828,8105;232003,7697;2158,890841;1892,150019;2425,631664;1815,529368;1745,048327;1886,01041;782,1285346;598,441975;965,8150943;17898,31764;15752,10877;20044,52651
283;2024;???????????;232269,1792;227873,5582;236664,8002;2163,564235;1863,020373;2464,108096;1881,860291;1801,802714;1961,917867;654,5116145;451,9464628;857,0767661;18089,60707;15947,72622;20231,48793
284;2025;???????????;236126,7747;231050,0674;241203,4819;2168,238366;1837,361696;2499,115036;1855,403284;1750,573417;1960,233151;740,745696;511,1812269;970,3101652;18157,93357;15996,45158;20319,41557
285;2026;???????????;240199,5509;234522,8943;245876,2076;2172,913234;1814,292309;2531,53416;1868,215651;1745,432789;1990,998514;752,3604641;459,7735135;1044,947415;18107,60341;15842,77586;20372,43097
286;2027;???????????;244167,6765;237948,6812;250386,6718;2177,58884;1793,251184;2561,926496;1922,356242;1781,86051;2062,851973;806,1870117;490,2064933;1122,16753;17956,50796;15510,41141;20402,60451
287;2028;???????????;248415,7559;241698,0645;255133,4472;2182,265182;1773,855101;2590,675264;1978,426829;1809,169948;2147,683711;716,4528375;381,6349591;1051,270716;17732,64227;15077,30777;20387,97677
288;2029;???????????;252672,0722;245490,2306;259853,9138;2186,942261;1755,828495;2618,056027;1997,776811;1804,770417;2190,783204;673,0742041;330,1920513;1015,956357;17469,78053;14630,021;20309,54006
289;2030;???????????;257310,5504;249692,7868;264928,3141;2191,620075;1738,965334;2644,274817;1957,535452;1737,322036;2177,748868;613,1807715;245,8999686;980,4615744;17202,90403;14235,2555;20170,55255
290;2002;?????;144134;144134;144134;1297;1297;1297;1581;1581;1581;828;828;828;10473,88705;10473,88705;10473,88705
291;2003;?????;144560;144560;144560;1283;1283;1283;1689;1689;1689;853;853;853;11512,44328;11512,44328;11512,44328
292;2004;?????;144884;144884;144884;1330;1330;1330;1633;1633;1633;764;764;764;12272,57312;12272,57312;12272,57312
293;2005;?????;145383;145383;145383;1420;1420;1420;1636;1636;1636;810;810;810;12827,23129;12827,23129;12827,23129
294;2006;?????;145895;145895;145895;1404;1404;1404;1699;1699;1699;754;754;754;13187,48485;13187,48485;13187,48485
295;2007;?????;146507;146507;146507;1497;1497;1497;1694;1694;1694;771;771;771;14759,92999;14759,92999;14759,92999
296;2008;?????;147119;147119;147119;1597;1597;1597;1720;1720;1720;676;676;676;15438,08604;15438,08604;15438,08604
297;2009;?????;147837;147837;147837;1599;1599;1599;1722;1722;1722;720;720;720;15665,08839;15665,08839;15665,08839
298;2010;?????;147231;147231;147231;1501;1501;1501;1778;1778;1778;695;695;695;16141,58269;16141,58269;16141,58269
299;2011;?????;147283;147283;147283;1439;1439;1439;1777;1777;1777;616;616;616;14524,82739;14524,82739;14524,82739
300;2012;?????;147996;147996;147996;1313;1313;1313;1873;1873;1873;637;637;637;13302,23839;13302,23839;13302,23839
301;2013;?????;147907;147907;147907;1276;1276;1276;1807;1807;1807;591;591;591;12099,20362;12099,20362;12099,20362
302;2014;?????;147974;147974;147974;1161;1161;1161;1818;1818;1818;653;653;653;11898,42288;11898,42288;11898,42288
303;2015;?????;147915;147915;147915;1223;1223;1223;1964;1964;1964;560;560;560;11931,11486;11931,11486;11931,11486
304;2016;?????;147796;147796;147796;1187;1187;1187;1901;1901;1901;552;552;552;12085,34965;12085,34965;12085,34965
305;2017;?????;147709;147709;147709;1203;1203;1203;2031;2031;2031;481;481;481;12060,23715;12060,23715;12060,23715
306;2018;?????;147488;147488;147488;1061;1061;1061;1914;1914;1914;469;469;469;12113,96157;12113,96157;12113,96157
307;2019;?????;147190;147190;147190;1029;1029;1029;1931;1931;1931;508;508;508;12341,57022;12341,57022;12341,57022
308;2020;?????;147091;147091;147091;999;999;999;2009;2009;2009;424;424;424;12412,07933;11210,76392;13613,39475
309;2021;?????;146582;146582;146582;931,6312026;803,5249998;1059,737405;1995,272704;1886,19044;2104,354968;443,7307561;357,0269946;530,4345176;12477,29627;10518,16391;14436,42863
310;2022;?????;146173,1251;145677,4487;146668,8015;888,8358204;690,9699444;1086,701696;2034,512357;1916,101827;2152,922887;408,8886713;321,9911881;495,7861546;12511,52028;9793,156287;15229,88428
311;2023;?????;146249,2111;145532,772;146965,6502;829,5040769;573,1525551;1085,855599;2043,16706;1898,892401;2187,44172;396,7374962;301,3119607;492,1630316;12529,48008;9117,97042;15940,98975
312;2024;?????;145707,1399;144815,7526;146598,5272;773,6686061;466,326037;1081,011175;2069,482822;1912,685104;2226,28054;375,1516844;276,3930562;473,9103125;12538,90488;8504,257401;16573,55236
313;2025;?????;145745,291;144709,588;146780,9939;712,9840705;360,26812;1065,700021;2085,600583;1912,42436;2258,776806;357,4887382;253,9034688;461,0740075;12543,85075;7947,060444;17140,64106
314;2026;?????;145322,0562;144161,7235;146482,3889;650,9118109;257,1914967;1044,632125;2107,607212;1922,104103;2293,11032;338,1947328;230,6726868;445,7167788;12546,4462;7438,04209;17654,85031
